"","sentiment","sentiment_confidence","text","sentiment_numeric","hasEmoji","hasEmoticon","hasUrl","hasMention","hasHashtag"
"320","positive",0.6953,"@USAirways experience exceptional service from Cherry at #DenverAirport  #GreatService  #professionalism",1,FALSE,FALSE,FALSE,TRUE,TRUE
"321","negative",0.6756,"@USAirways @joyadventuremom there are breastfeeding momma's watching this story all over the country  Better work on a faster response :) ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"322","neutral",0.6489,"@SouthwestAir Thanks  :)  It is good to air on the side of caution",0,FALSE,TRUE,FALSE,TRUE,FALSE
"323","positive",1,"@SouthwestAir thankyou :)  ❤️",1,FALSE,TRUE,FALSE,TRUE,FALSE
"324","positive",1,"@USAirways   thanks  I hope so  Maybe you can put in a good word for me  ;-) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"325","negative",1,"@AmericanAir   for the past 5 5 hours  call volume is so high that no one can take my call to Cancelled Flight my itinerary  #YoureDoingItWrong 1 2",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"326","negative",1,"@SouthwestAir I tried to return to orig booked flt  told ",-1,FALSE,FALSE,TRUE,TRUE,FALSE
"327","negative",0.67,"@SouthwestAir now I'm so lucky for my forced good deed I get to be smashed between 2 huge ppl in the exit row  Thank God I'm tiny  😂💁",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"328","negative",1,"@SouthwestAir delayed twice now Cancelled Flighted sent complaint email  yet no response  Need an explanation pls  #notsatisfied #smh #unhappy",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"329","negative",1,"@USAirways @PRof Solutions Be prepared for 3+ hours hold times",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"330","negative",1,"@JetBlue is REALLY getting on my nerves   😡😡 #nothappy",-1,TRUE,FALSE,FALSE,TRUE,TRUE
"331","negative",0.6404,"@SouthwestAir it eventually arrived  just seemed really slow  :) ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"332","positive",1,"@SouthwestAir I will say that your customer service has consistently been the very best ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"333","negative",0.6955,"@SouthwestAir got a text my flight was Cancelled Flightled  Now what do I do   Help please ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"334","positive",1,"@JetBlue hey  so  Dre at Seatac check in needs a raise  stat  Dude gave me amazing customer service and made me feel valued  👍",1,TRUE,FALSE,FALSE,TRUE,FALSE
"335","neutral",1,"@JetBlue yer deals never seem to include NYC gt;P DX or NYC gt;P GH wish they did ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"336","positive",1,"@united kept me watching the safety video for the first time in forever  Nice job 👍 ",1,TRUE,FALSE,FALSE,TRUE,FALSE
"337","positive",1,"@VirginAmerica #thankyou the DAL AUS route makes my day ",1,FALSE,FALSE,FALSE,TRUE,TRUE
"338","positive",0.6632,"@united You delayed a connection for customer service today now I'll be able to pay my final respects to a dear family member  Thank you :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"339","neutral",0.6565,"@united some compensation  e g  upgrade to higher class for my rescheduled flight to MUC today  will be appreciated  though ;) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"340","positive",1,"@AmericanAir those were snacks we left on purpose for your team  :)  for being so helpful this morning at the desk and on the phone ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"341","negative",0.6702,"@united an update on flight 5979 would be great ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"342","negative",0.6713,"@USAirways Can you help me with a refund  the phone guy couldn't help  The website won't let me submit a reply ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"343","positive",1,"@AmericanAir many trips coming up  I will see you soon 😃",1,TRUE,FALSE,FALSE,TRUE,FALSE
"344","negative",1,"@SouthwestAir MCO gt;D CA flight almost full of people screwed by the MSY DCA Cancelled Flightation  @united and @USAirways didn't Cancelled Flight  SWA=mistake ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"345","negative",1,"@USAirways after 2 hrs of trying to reach real human  finally did and been on hold for 1 36 hrs for out of synch reservation ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"346","negative",1,"@AmericanAir no  you should do something about everything happened yesterday ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"347","positive",1,"@JetBlue offers hot tea and coffee at the gate  You guys make me wonder why I have ever flown any other airlines  ☕✈👍",1,TRUE,FALSE,FALSE,TRUE,FALSE
"348","positive",1,"@united You might be dealing with frustrated passenegers  hope you all have a great day :)  thank you very much for an amazing airline :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"349","neutral",0.6559,"@SouthwestAir k thanks :) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"350","positive",1,"@VirginAmerica Very nicely done  👏",1,TRUE,FALSE,FALSE,TRUE,FALSE
"351","neutral",1,"@JetBlue 😭 I used points can I get them back if I decide not to go ",0,TRUE,FALSE,FALSE,TRUE,FALSE
"352","positive",1,"@SouthwestAir DeLacy P is a compassionate professional  Despite the flight challenges she made passengers feel like priorities 🌟🌟",1,TRUE,FALSE,FALSE,TRUE,FALSE
"353","positive",0.6637,"@USAirways thanks  😒",1,TRUE,FALSE,FALSE,TRUE,FALSE
"354","positive",1,"@SouthwestAir replacing @vitaminwater with beer  Bravo 👏👏 Cheers  🍻🍻 @Leinenkugels @DosEquis @FatTire",1,TRUE,FALSE,FALSE,TRUE,FALSE
"355","positive",1,"@AmericanAir My pleasure  next AA flight   this Wednesday to Milan  Italy for @MIDOExhibition   See you then  :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"356","positive",1,"@SouthwestAir your flight attendants are really funny  The sass is giving me life  😂",1,TRUE,FALSE,FALSE,TRUE,FALSE
"357","negative",0.6385,"@AmericanAir 250 I'm not sure if I'm rebooked now  In a line at airport trying to work it out  The earlier I can get to SFO the better:( ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"358","negative",1,"@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight  You can barely call this turbulence :-) ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"359","negative",1,"@united I really have a hard time believing that 4 planes in this terminal are all delayed for mechanical issues  #whatgives #dullessucks",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"360","negative",1,"@AmericanAir trying to change flight via DFW tomorrow  can't get thru on phone  long wait then cut off x2  can you help please ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"361","negative",1,"@USAirways @jtrexsocial 5 hours on hold   Safe to say no one is working  ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"362","negative",1,"@USAirways Has To Be THE WORST Airline Of All Time😡😡😡",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"363","negative",1,"@AmericanAir it's been 2 hrs of wait on the phone a  worst customer services b  trying to know where my suitcase Is and way MORE 😤#ANGRY",-1,TRUE,FALSE,FALSE,TRUE,TRUE
"364","positive",0.6754,"@JetBlue  never been delayed before  533 to TPA out of BDL  Better safe than sorry  💙 #lovejetblue #onlyblue #jetblueforever",1,TRUE,FALSE,FALSE,TRUE,TRUE
"365","positive",1,"Thank U 😘  @JetBlue  @ItsLaLoca But of course  Safety is always 1st  We'll make sure to handle her with CARE and LOVE  :)  ",1,TRUE,TRUE,FALSE,TRUE,FALSE
"366","positive",1,"@AmericanAir thanks  I finally got through this afternoon  :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"367","neutral",0.6804,"@SouthwestAir do you have any tickets to the Atlanta show  I would love to go with my sister ♥️🙏",0,TRUE,FALSE,FALSE,TRUE,FALSE
"368","negative",1,"@united #customerservice at @Dulles Airport could not be worse  I get the bad weather  but this is awful ",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"369","positive",1,"@SouthwestAir I WOULD DO ANYTHING FOR tickets to the VEGAS  ANYTHING  I love imagine dragons so much ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"370","neutral",0.6667,"@JetBlue what's the status of flight 1272 diverted to RIC  When will it depart back for LGA ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"371","negative",1,"@JetBlue i appreciate that  When i flew with you in January the check engine light came on right before take off  Now it is a computer ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"372","positive",1,"@JetBlue okie doke  Knowing you  you will fix this ;) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"373","negative",1,"@AmericanAir so disappointed with this airline never again will I book with you guys",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"374","positive",0.6634,"@united Fair enough  I don't usually rant  but it's good to know someone's listening  :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"375","positive",0.6571," @JetBlue  @FinleyBklynCFS So glad to hear  Thanks for sharing the video  Me and JetBlue are #BFF 🙏",1,TRUE,FALSE,FALSE,TRUE,TRUE
"376","negative",1,"@united hi yes need a free hotel stay in Honalulu due to 4 hour delayUA53  since we will miss our second flight to Kauai",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"377","positive",0.6686,"@JetBlue @amybruni @DIRECTTV but of course  :-)  #bestdressed #bluecarpet",1,FALSE,TRUE,FALSE,TRUE,TRUE
"378","negative",1,"@SouthwestAir why do you charge so much moving from a full flight to an earlier flight with seats available  doesn't make sense to me ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"379","neutral",1,"@united ah  that would explain why crew didn't seem particularly distressed when we pointed it out  It was a little startling at first ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"380","positive",1,"@USAirways YOU ARE THE BEST  FOLLOW ME PLEASE;) 🙏🙏🙏✌️✌️✌️🙏🙏🙏",1,TRUE,TRUE,FALSE,TRUE,FALSE
"381","neutral",0.6862,"@united Okay  thank you both ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"382","positive",1,"@JetBlue it will be glowing  Your crew and your aircraft sparkled  You guys know about @nokidhungry right  Might be a good partnership:) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"383","neutral",1,"@SouthwestAir no thanks",0,FALSE,FALSE,FALSE,TRUE,FALSE
"384","negative",1,"@SouthwestAir thanks  More concerned about the conflicting texts I was receiving my about my flight Having to drive 10 hours now 😢",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"385","neutral",1,"@SouthwestAir Hello SWA  Who is your POC for partnerships with nonprofit organizations in BWI area ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"386","neutral",0.6804,"@SouthwestAir honesty should always be the policy",0,FALSE,FALSE,FALSE,TRUE,FALSE
"387","neutral",0.6284,"@SouthwestAir Hi  Winter Wx Advisory issued for STL  Snow  amp  Ice  amp  Cold  oh my  Will you issue a travel advisory for that ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"388","neutral",0.6808,"@USAirways flight was full  1 open middle seat  Did not want to sit there  What is your policy ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"389","positive",1,"@JetBlue Awesome  Thank you  ;) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"390","positive",1,"@SouthwestAir props to your LAS employees working C11 gate  Because of them I am not opposed to flying through or to LAS in the future  👏👏👏",1,TRUE,FALSE,FALSE,TRUE,FALSE
"391","negative",1,"@SouthwestAir   I have spent 87 minutes  and counting  on hold w  you today  After first 48 minutes  I gave up  Trying again  amp  on 43rd min ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"392","negative",1,"@united yes of course I have  Is this how you treat customer with no recourse ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"393","neutral",0.66,"@SouthwestAir when is the last chance to get #DestinationDragons tickets  I would die of happiness if I won 😭🙏",0,TRUE,FALSE,FALSE,TRUE,TRUE
"394","neutral",1,"@JetBlue a little vino wouldn't hurt 🍷",0,TRUE,FALSE,FALSE,TRUE,FALSE
"395","neutral",0.6569,"@SouthwestAir took delivery of N8661A  a new Boeing 737 8H4 yesterday  ",0,FALSE,FALSE,TRUE,TRUE,TRUE
"396","neutral",0.3591,"@SouthwestAir thanks ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"397","negative",1,"@AmericanAir Flight Cancelled Flightled  can't go home until tomorrow  I could use dinner and a play  @AmericanAir  It's my first time in NYC ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"398","positive",1," @JetBlue 4 min response time  I'm impressed  I'm in  It's official  :-)  #trueblue JetBlue gets social ",1,FALSE,TRUE,FALSE,TRUE,TRUE
"399","negative",0.6667," @JetBlue  Our fleet's on fleek  ",-1,TRUE,FALSE,TRUE,TRUE,FALSE
"400","positive",0.6809,"@SouthwestAir Flying with you in about 2 weeks  bringing blankets bc it's freezing 😜",1,TRUE,FALSE,FALSE,TRUE,FALSE
"401","positive",1,"@united Okay  thank you for your help :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"402","negative",1,"@AmericanAir Flight #2390 delayed 14 hours  No one at #AmericanAirlines counter can tell my husband that he will be on that flight  Help ",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"403","positive",1,"@JetBlue you're killing me now  :-)  You got me  #smitten #trueblue",1,FALSE,TRUE,FALSE,TRUE,TRUE
"404","negative",1,"@USAirways always letting me down  👊",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"405","negative",1,"@united your customer service is crap ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"406","negative",0.6751,"@AmericanAir AA I need a Hail Mary  How do I get from Dallas to Joplin JLN in the next 14 hours  Willing to fly to other airports and drive",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"407","positive",0.7036,"@NinaDavuluri We think it's a treat to have you onboard  Enjoy your flight  💙",1,TRUE,FALSE,FALSE,TRUE,FALSE
"408","positive",1,"@united please give special thanks to Aaron in Tampa office for helping me for literally two hours  He's amazing  Mission accomplished ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"409","negative",1,"@SouthwestAir res chg online app no work  still on hold  faster for hubby to DRIVE to airport to make change @ counter #fail",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"410","negative",1,"@jetblue any idea what caused the delay on flight 1316 FLL  gt  Jax  ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"411","negative",1,"@USAirways who do we voice our concerns to when we can't get home with our 8 month old after waiting to taxi to a gate for 3 hours ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"412","positive",1,"@JetBlue hahah 😂👌👌👌 love flying jet blue tho  ",1,TRUE,FALSE,TRUE,TRUE,FALSE
"413","negative",1,"@USAirways pure anarchy on flight 555 to SLC  People walking in with nothing packed in bags with arms full of stuff  #getittogether",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"414","negative",1,"@JetBlue @julesdameron  Considering  #Accessibility is an absolute MUST  #Equality",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"415","neutral",0.6774,"@united U blow",0,FALSE,FALSE,FALSE,TRUE,FALSE
"416","negative",1,"@SouthwestAir Sort of  but I'm arriving a day Late Flight and have to incur overnight costs in a connecting city  Not cool at all ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"417","positive",1,"I ❤️ flying @VirginAmerica  ☺️👍",1,TRUE,FALSE,FALSE,TRUE,FALSE
"418","negative",1,"@united thats weak  See ya 👋 Hey @VirginAmerica  ",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"419","neutral",0.6434,"@SouthwestAir we desparately need yall to make a nonstop BNA gt  TUL  Cmon it'll be popular  😄  right  @annebevi @PaulBev1 @MikeAbramson ",0,TRUE,FALSE,FALSE,TRUE,FALSE
"420","negative",1,"@USAirways 45 minutes and moved two feet in BZE  👎 ",-1,TRUE,FALSE,TRUE,TRUE,FALSE
"421","positive",1,"@AmericanAir fantastic thanks  Will try and tweet a photo of the view :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"422","negative",1,"@JetBlue yes  We have de baggage claim  I'm so sad for the baggage and how They treat Us 😞 please we need That baggage",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"423","neutral",0.6314,"@SouthwestAir companion pass please ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"424","negative",1,"@USAirways that the flight was delayed  amp  closed the doors only to tell us we would not be leaving for an hour and a half  Bad  bad service",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"425","neutral",0.6703," @JetBlue  Our fleet's on fleek  ",0,TRUE,FALSE,TRUE,TRUE,FALSE
"426","negative",0.6606,"@United maybe find a different gate #ua1758",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"427","negative",1,"@USAirways Your gate team are polite  But your planes are habitually Late Flight  In many cases  passengers are waiting for the flight crew ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"428","negative",1,"@USAirways flight is already over  I think the airline should just have the flight attendants actually emphasize that VAPE is still smoking",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"429","negative",0.6702,"@VirginAmerica your website sucks donkey dicks  Just thought you should know  All best ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"430","negative",1,"@United Hidden City forces me into crappy seat even though exit row is available on the first leg  Your support cannot fix  :-( ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"431","neutral",0.6857,"@SouthwestAir we're flying out tomorrow  PLEASE DONT Cancelled Flight  Lol 😜✈️",0,TRUE,FALSE,FALSE,TRUE,FALSE
"432","neutral",1,"@SouthwestAir I DMed you :) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"433","negative",1,"@JetBlue trying to charge us $550 dollars cash for tickets we paid for months in advance #isthisreal #nevertoldus #jetblue #NeverAgain",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"434","negative",1,"@AmericanAir that's not what I asked :)   I'm looking to change a Flight Booking Problems for 03 03  Can you help",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"435","negative",1,"@USAirways yesterday we were delayed for SIX hours w lil to NO explanation we paid LOTS of $$ 2 fly w u  amp  this is how u treat ur customers ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"436","negative",0.684,"@JetBlue can you tweet #closepwcs to get the word out 😢",-1,TRUE,FALSE,FALSE,TRUE,TRUE
"437","negative",1,"@SouthwestAir ridiculous how you want to charge me $209 to change flights even with multiple seats available on the flight I needed",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"438","positive",0.7012,"@AmericanAir I don't think you should help him at all based on his behavior  The voucher and cot seem like enough lol 😃",1,TRUE,FALSE,FALSE,TRUE,FALSE
"439","neutral",1,"@united Can I get a follow  I fly with you for Christmas ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"440","neutral",0.6843,"@JetBlue ok should I start looking into other flights ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"441","positive",0.6667,"@JetBlue @AmericanAir ah ha  I misread the end date as being 2014 not 2015  Thanks for clarifying :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"442","negative",1,"@AmericanAir @Rizzilient After days  I finally got the automated service to call me back but it hung on me  This is beyond ridicules  help ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"443","negative",1,"@SouthwestAir On hold waiting to make special accommodations for my mom who is traveling 1 hour and 24 minutes on hold  Unacceptable ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"444","negative",1,"@AmericanAir I even went to ticket counter and got no help",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"445","neutral",1,"@SouthwestAir if you are giving tix to #DestinationDragons show would appreciate one or two for LA😄Flying from PHL to LAX on Friday",0,TRUE,FALSE,FALSE,TRUE,TRUE
"446","neutral",1,"@AmericanAir well you spelled my name wrong ",0,FALSE,FALSE,FALSE,TRUE,FALSE
"447","negative",1,"@united where are our luggages  With a group and over 20 luggages are lost",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"448","negative",1,"@USAirways Appreciate the calls when flight's delayed  but the recorded msg is tedious  amp  just goes on  amp  on  I vote for texts if practical :) ",-1,FALSE,TRUE,FALSE,TRUE,FALSE
"449","neutral",1,"@JetBlue but Virgin has wifi 👀",0,TRUE,FALSE,FALSE,TRUE,FALSE
"450","neutral",0.3466,"@united I'll be impressed if I actually get a response  😜",0,TRUE,FALSE,FALSE,TRUE,FALSE
"451","neutral",1,"@SouthwestAir So I am flying Chicago LAX PHX just to go spotting at LAX and PHX airports  then I am flying back to Chicago :) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"452","positive",0.65,"@united thanks for the reply  I have been in contact with Customer Care to get clarification on this issue ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"453","negative",1,"@AmericanAir AA agent said I repeated myself when I was explaining  I told him  I understand English  His reply Our conversation is over ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"454","negative",1,"@SouthwestAir LOST Kay Chapman Designs art luggage for important show  Won't help locate it  Terrible customer service ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"455","negative",1,"@USAirways has no idea what customer service means  As the customer  if you mess up my plans  don't treat me like its no big deal ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"456","positive",1,"@united thank you for a great flight in gfc :)  Cheers ",1,FALSE,TRUE,TRUE,TRUE,FALSE
"457","negative",1,"@AmericanAir wht n 👎 experience w aa reservations #service Tried to be patient with rep and she just disconnects me aa do u record conv ",-1,TRUE,FALSE,FALSE,TRUE,TRUE
"458","neutral",1,"@AmericanAir @Clarkey 19 we done it with 1 truck  No biggie 😄",0,TRUE,FALSE,FALSE,TRUE,FALSE
"459","negative",1,"@USAirways Flight 4210 been sitting @Bradley Airport gate 27 for 10 min w door open since we arrived  Still no jet bridge  Can someone help ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"460","negative",1,"@united Okay thanks if you could please update me  I was told at the airport someone would call me today but they haven't ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"461","neutral",0.6686,"@JetBlue alittle more money to book our flights  we're 1 2 way there :) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"462","negative",1,"@AmericanAir to add insult to injury  I have to go pick it up myself  Real class act  I'll stick the Delta from now on ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"463","negative",1,"@united I have been denied  Not sure how you charge $150 one way then $25 on way hime",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"464","positive",1,"@USAirways YOU ARE THE BEST AIRWAYS  FOLLOW ME PLEASE;) 🙏🙏🙏✌️✌️✌️🙏🙏🙏",1,TRUE,TRUE,FALSE,TRUE,FALSE
"465","negative",1,"@SouthwestAir Why can't I find a cheap flight from DC to St Louis  The prices went up like crazy for April weekends ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"466","positive",0.6436,"@USAirways I know that  thanks  Evaluate further ;-)     Chairman",1,FALSE,TRUE,FALSE,TRUE,FALSE
"467","negative",1,"@united you are the worst  I will avoid you like the plague ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"468","positive",1,"@USAirways that's why u guys are my #1 choice ",1,FALSE,FALSE,FALSE,TRUE,TRUE
"469","negative",0.6578,"@AmericanAir my wife is stuck in #Brownsville any chance she can get any flight out  She needs to be at work tomorrow morning ",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"470","positive",1,"@JetBlue sounds great  Thank you  :) ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"471","negative",1,"@AmericanAir I would love to say the same but it's not so much  5hs flight  no internet  no personal A C  20yr old plane  #NoFunAtAll",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"472","negative",1,"@united are you trying to break a world record for most delayed flights in a year ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"473","neutral",0.7083,"@united Well  It's LA and then a 2hr+ car ride to a dark Palm Springs technically  Maybe I'll get bumped to 1st class Den to PHL on Friday:) ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"474","negative",1,"@AmericanAir I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"475","negative",0.6633,"@united but we are on All Nippon now  booked by United to replace the one we missed ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"476","negative",1,"@SouthwestAir Cancelled Flightled my flight out of BNA today  Been on hold for an hour  😠 #frustrated ",-1,TRUE,FALSE,FALSE,TRUE,TRUE
"477","negative",1,"@united U BUMS HOW DO U LOSE THE BIGGEST BAG ON THE FLIGHT",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"478","negative",1,"@united @Apollochplayers we just want to go home tonight   why did you Cancelled Flight the last leg of our reserv  w out our permission  #PH6RPS",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"479","positive",1,"@SouthwestAir I tweeted several times last week about flight info during storm  always a timely tweet back  Thx  😄",1,TRUE,FALSE,FALSE,TRUE,FALSE
"480","negative",1,"@JetBlue you guys need live chat ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"481","negative",0.656,"@AmericanAir I fly American because of family but severe weather excuse so I can't call to make change  why have a computer if u cant modify",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"482","positive",1,"@SouthwestAir Thanks  436  Only a minor delay so not a big deal  :) Appreciate the concern though  Boarding now  You do have amazing service ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"483","negative",1,"@USAirways No  they won't because after 5 hours of holding I had to give up because I couldn't borrow the phone any longer  5 hours ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"484","negative",1,"@USAirways terrible service",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"485","positive",1,"@JetBlue mint seats are AWESOME  :-)  @emaleesugano best business class in the US ",1,FALSE,TRUE,FALSE,TRUE,FALSE
"486","neutral",1,"@SouthwestAir iPhone App Adds Passbook Support #Airlines #Travel ",0,FALSE,FALSE,TRUE,TRUE,TRUE
"487","positive",1,"@united Great  thank you ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"488","positive",1,"@VirginAmerica I love the hipster innovation  You are a feel good brand ",1,FALSE,FALSE,FALSE,TRUE,FALSE
"489","negative",1,"@JetBlue tried calling multiple times  i just wait and when it finally connects i get hung up on",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"490","negative",1,"@united From the air  Another missed cnxn 2day  ATC went on strike in Belize this AM  Now family  amp  I miss cnxn in EWR  Please see my DMs ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"491","negative",1,"@JetBlue I thought being a mosaic member had 'perks' the best part is instead of checking the extra 5lbs I'm carrying it on 😒",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"492","negative",1,"@AmericanAir is there another line I can call when I am on hold for 5 hours  Also how can I get compensated for this loss of time and money ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"493","neutral",0.6729,"@AlbertBreer just so you know who to complain to ;-)  RT @USAirways  Reminder  From 2 28  we ll be tweeting from @AmericanAir ",0,FALSE,TRUE,FALSE,TRUE,FALSE
"494","negative",1,"@AmericanAir your call system is a fucking joke",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"495","positive",1,"@AmericanAir THANK YOU FOR ALL THE HELP  :P  You guys are the best  #americanairlines #americanair",1,FALSE,TRUE,FALSE,TRUE,TRUE
"496","negative",1,"@united is by far the worst airline ever 😡😡",-1,TRUE,FALSE,FALSE,TRUE,FALSE
"497","negative",1,"@united It is super frustrating that the folks at the United Ticket Counter in Pittsburg aren't honoring their own Media Rate  #unitedfail",-1,FALSE,FALSE,FALSE,TRUE,TRUE
"498","negative",1,"@united  wtf is your username and or email addr signin STILL unavailable  Been trying to login since Sunday",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"499","negative",1,"@USAirways  wow  awful customer service ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"500","positive",1,"@SouthwestAir shhhh i don't want something else to steal our deal😉",1,TRUE,FALSE,FALSE,TRUE,FALSE
"501","negative",1,"@SouthwestAir my flight was delayed 4 hrs  I'm 5 months pregnant  amp  supposed to be caring for my mom whose in surgery now  Very upset ",-1,FALSE,FALSE,FALSE,TRUE,FALSE
"502","negative",1,"@SouthwestAir @ LAX is almost a mess  For some reason the express bag drop is slower than the full service line  ",-1,FALSE,FALSE,TRUE,TRUE,FALSE
